cnag_id	organism	gene_product	transcript_product	location	length	sequence_SO	SO	is_pseudo	variant
>CNAG_00653-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein	CP003820.1:1701095-1704056(+)	4082	chromosome	protein_coding	FALSE	t26_1
>CNAG_00653-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 1	CP003820.1:1701095-1704056(+)	4066	chromosome	protein_coding	FALSE	t26_2
>CNAG_00653-t26_3	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 2	CP003820.1:1701095-1704056(+)	3913	chromosome	protein_coding	FALSE	t26_3
>CNAG_00654-t26_1	Cryptococcus_neoformans_var._grubii_H99	sulfiredoxin	sulfiredoxin	CP003820.1:1705239-1705730(+)	920	chromosome	protein_coding	FALSE	t26_1
>CNAG_00655-t26_1	Cryptococcus_neoformans_var._grubii_H99	large subunit acidic ribosomal protein P1	large subunit acidic ribosomal protein P1	CP003820.1:1706550-1707025(-)	537	chromosome	protein_coding	FALSE	t26_1
>CNAG_00656-t26_1	Cryptococcus_neoformans_var._grubii_H99	large subunit ribosomal protein L7e	large subunit ribosomal protein L7e	CP003820.1:1707358-1708734(+)	1990	chromosome	protein_coding	FALSE	t26_1
>CNAG_00657-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1708978-1709762(-)	693	chromosome	protein_coding	FALSE	t26_1
>CNAG_00658-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1710449-1712659(-)	2070	chromosome	protein_coding	FALSE	t26_1
>CNAG_00659-t26_1	Cryptococcus_neoformans_var._grubii_H99	TFIIH basal transcription factor complex TTD-A subunit	TFIIH basal transcription factor complex TTD-A subunit	CP003820.1:1712781-1713219(+)	839	chromosome	protein_coding	FALSE	t26_1
>CNAG_00660-t26_1	Cryptococcus_neoformans_var._grubii_H99	histone deacetylase HOS3	histone deacetylase HOS3	CP003820.1:1713340-1716027(-)	2453	chromosome	protein_coding	FALSE	t26_1
>CNAG_00661-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1716165-1718774(+)	2991	chromosome	protein_coding	FALSE	t26_1
>CNAG_00662-t26_1	Cryptococcus_neoformans_var._grubii_H99	carboxymethylenebutenolidase	carboxymethylenebutenolidase	CP003820.1:1718893-1720152(-)	1525	chromosome	protein_coding	FALSE	t26_1
>CNAG_00663-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1720880-1722400(+)	1797	chromosome	protein_coding	FALSE	t26_1
>CNAG_00664-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1723252-1725606(+)	2630	chromosome	protein_coding	FALSE	t26_1
>CNAG_00665-t26_1	Cryptococcus_neoformans_var._grubii_H99	DNA topoisomerase 2-associated protein PAT1	DNA topoisomerase 2-associated protein PAT1	CP003820.1:1725974-1728798(+)	3222	chromosome	protein_coding	FALSE	t26_1
>CNAG_00666-t26_1	Cryptococcus_neoformans_var._grubii_H99	nucleoporin NSP1	nucleoporin NSP1	CP003820.1:1729589-1734337(-)	4999	chromosome	protein_coding	FALSE	t26_1
>CNAG_00667-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1734797-1736980(-)	2012	chromosome	protein_coding	FALSE	t26_1
>CNAG_00668-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1737474-1739404(-)	1939	chromosome	protein_coding	FALSE	t26_1
>CNAG_00669-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1740515-1741269(-)	892	chromosome	protein_coding	FALSE	t26_1
>CNAG_00670-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003820.1:1742128-1743594(+)	2124	chromosome	protein_coding	FALSE	t26_1
>CNAG_00670-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003820.1:1742128-1743594(+)	2053	chromosome	protein_coding	FALSE	t26_2
>CNAG_00671-t26_1	Cryptococcus_neoformans_var._grubii_H99	cytoplasmic protein	cytoplasmic protein	CP003820.1:1743982-1746660(-)	2556	chromosome	protein_coding	FALSE	t26_1
>CNAG_00672-t26_1	Cryptococcus_neoformans_var._grubii_H99	small subunit ribosomal protein S11	small subunit ribosomal protein S11	CP003820.1:1746913-1747885(+)	1006	chromosome	protein_coding	FALSE	t26_1
>CNAG_00673-t26_1	Cryptococcus_neoformans_var._grubii_H99	cytoplasmic protein	cytoplasmic protein	CP003820.1:1748546-1749800(+)	1311	chromosome	protein_coding	FALSE	t26_1
>CNAG_00674-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1750408-1752237(-)	2429	chromosome	protein_coding	FALSE	t26_1
>CNAG_00675-t26_1	Cryptococcus_neoformans_var._grubii_H99	carnitine/acyl carnitine carrier, carnitine/acyl carnitine carrier, variant	carnitine/acyl carnitine carrier	CP003820.1:1753951-1755686(-)	1745	chromosome	protein_coding	FALSE	t26_1
>CNAG_00675-t26_2	Cryptococcus_neoformans_var._grubii_H99	carnitine/acyl carnitine carrier, carnitine/acyl carnitine carrier, variant	carnitine/acyl carnitine carrier, variant	CP003820.1:1753951-1755686(-)	1815	chromosome	protein_coding	FALSE	t26_2
>CNAG_00676-t26_1	Cryptococcus_neoformans_var._grubii_H99	ESCRT-I complex subunit VPS28	ESCRT-I complex subunit VPS28	CP003820.1:1756414-1757339(+)	866	chromosome	protein_coding	FALSE	t26_1
>CNAG_00677-t26_1	Cryptococcus_neoformans_var._grubii_H99	E3 ubiquitin-protein ligase UHRF1	E3 ubiquitin-protein ligase UHRF1	CP003820.1:1759188-1760613(+)	1435	chromosome	protein_coding	FALSE	t26_1
>CNAG_00678-t26_1	Cryptococcus_neoformans_var._grubii_H99	urease accessory protein UreG	urease accessory protein UreG	CP003820.1:1762205-1763515(+)	2170	chromosome	protein_coding	FALSE	t26_1
>CNAG_00679-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1764783-1765487(+)	831	chromosome	protein_coding	FALSE	t26_1
>CNAG_00680-t26_1	Cryptococcus_neoformans_var._grubii_H99	kinetochore protein Nuf2, variant, kinetochore protein nuf2	kinetochore protein nuf2	CP003820.1:1765828-1767548(-)	1503	chromosome	protein_coding	FALSE	t26_1
>CNAG_00680-t26_2	Cryptococcus_neoformans_var._grubii_H99	kinetochore protein Nuf2, variant, kinetochore protein nuf2	kinetochore protein Nuf2, variant	CP003820.1:1765787-1767548(-)	1507	chromosome	protein_coding	FALSE	t26_2
>CNAG_00681-t26_1	Cryptococcus_neoformans_var._grubii_H99	condensin complex subunit 3, condensin complex subunit 3, variant	condensin complex subunit 3	CP003820.1:1767824-1771250(+)	2933	chromosome	protein_coding	FALSE	t26_1
>CNAG_00681-t26_2	Cryptococcus_neoformans_var._grubii_H99	condensin complex subunit 3, condensin complex subunit 3, variant	condensin complex subunit 3, variant	CP003820.1:1767824-1771250(+)	2921	chromosome	protein_coding	FALSE	t26_2
>CNAG_00682-t26_1	Cryptococcus_neoformans_var._grubii_H99	kinesin	kinesin	CP003820.1:1772139-1778248(+)	5730	chromosome	protein_coding	FALSE	t26_1
>CNAG_00683-t26_1	Cryptococcus_neoformans_var._grubii_H99	CMGC/CLK protein kinase	CMGC/CLK protein kinase	CP003820.1:1779417-1782113(+)	2885	chromosome	protein_coding	FALSE	t26_1
>CNAG_00684-t26_1	Cryptococcus_neoformans_var._grubii_H99	Ribulose-phosphate 3-epimerase	Ribulose-phosphate 3-epimerase	CP003820.1:1782649-1783652(-)	1084	chromosome	protein_coding	FALSE	t26_1
>CNAG_00685-t26_1	Cryptococcus_neoformans_var._grubii_H99	pre-mRNA-splicing ATP-dependent RNA helicase PRP28	pre-mRNA-splicing ATP-dependent RNA helicase PRP28	CP003820.1:1783940-1786368(+)	2523	chromosome	protein_coding	FALSE	t26_1
>CNAG_00686-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1786582-1787708(-)	1283	chromosome	protein_coding	FALSE	t26_1
>CNAG_00687-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003820.1:1788072-1792772(+)	4473	chromosome	protein_coding	FALSE	t26_1
>CNAG_00687-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003820.1:1788072-1792772(+)	4470	chromosome	protein_coding	FALSE	t26_2
>CNAG_00688-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1792919-1793738(-)	892	chromosome	protein_coding	FALSE	t26_1
>CNAG_00689-t26_1	Cryptococcus_neoformans_var._grubii_H99	beta-1,4-mannosyltransferase	beta-1,4-mannosyltransferase	CP003820.1:1794191-1795863(+)	1801	chromosome	protein_coding	FALSE	t26_1
>CNAG_00690-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1796118-1797640(+)	1561	chromosome	protein_coding	FALSE	t26_1
>CNAG_00691-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1797832-1799620(-)	1484	chromosome	protein_coding	FALSE	t26_1
>CNAG_00692-t26_1	Cryptococcus_neoformans_var._grubii_H99	FAD dependent oxidoreductase	FAD dependent oxidoreductase	CP003820.1:1800091-1801706(+)	1920	chromosome	protein_coding	FALSE	t26_1
>CNAG_00693-t26_1	Cryptococcus_neoformans_var._grubii_H99	F-box and WD-40 domain-containing protein CDC4, F-box and WD-40 domain-containing protein CDC4, variant	F-box and WD-40 domain-containing protein CDC4	CP003820.1:1802832-1805956(+)	3657	chromosome	protein_coding	FALSE	t26_1
>CNAG_00693-t26_2	Cryptococcus_neoformans_var._grubii_H99	F-box and WD-40 domain-containing protein CDC4, F-box and WD-40 domain-containing protein CDC4, variant	F-box and WD-40 domain-containing protein CDC4, variant	CP003820.1:1802832-1805956(+)	3647	chromosome	protein_coding	FALSE	t26_2
>CNAG_00694-t26_1	Cryptococcus_neoformans_var._grubii_H99	pre-mRNA-splicing factor CLF1	pre-mRNA-splicing factor CLF1	CP003820.1:1806987-1809612(+)	2453	chromosome	protein_coding	FALSE	t26_1
>CNAG_00695-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1809695-1811599(-)	1765	chromosome	protein_coding	FALSE	t26_1
>CNAG_00696-t26_1	Cryptococcus_neoformans_var._grubii_H99	alpha-mannosidase	alpha-mannosidase	CP003820.1:1811919-1816687(+)	3791	chromosome	protein_coding	FALSE	t26_1
>CNAG_00697-t26_1	Cryptococcus_neoformans_var._grubii_H99	UDP-glucose 4-epimerase	UDP-glucose 4-epimerase	CP003820.1:1818178-1819491(-)	2061	chromosome	protein_coding	FALSE	t26_1
>CNAG_00698-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1819918-1822366(+)	2443	chromosome	protein_coding	FALSE	t26_1
>CNAG_00699-t26_1	Cryptococcus_neoformans_var._grubii_H99	transmembrane receptor	transmembrane receptor	CP003820.1:1822784-1827321(-)	5258	chromosome	protein_coding	FALSE	t26_1
>CNAG_00700-t26_1	Cryptococcus_neoformans_var._grubii_H99	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	CP003820.1:1829980-1832002(+)	2191	chromosome	protein_coding	FALSE	t26_1
>CNAG_00701-t26_1	Cryptococcus_neoformans_var._grubii_H99	protein involved in gxm O-acetylation	protein involved in gxm O-acetylation	CP003820.1:1832395-1834611(-)	2066	chromosome	protein_coding	FALSE	t26_1
>CNAG_00702-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1836970-1839117(+)	1925	chromosome	protein_coding	FALSE	t26_1
>CNAG_00703-t26_1	Cryptococcus_neoformans_var._grubii_H99	large subunit ribosomal protein L31e	large subunit ribosomal protein L31e	CP003820.1:1839818-1840750(-)	536	chromosome	protein_coding	FALSE	t26_1
>CNAG_00704-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003820.1:1841558-1845573(-)	4905	chromosome	protein_coding	FALSE	t26_1
>CNAG_00704-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003820.1:1841558-1845573(-)	4905	chromosome	protein_coding	FALSE	t26_2
>CNAG_00705-t26_1	Cryptococcus_neoformans_var._grubii_H99	RuvB-like helicase 2	RuvB-like helicase 2	CP003820.1:1846338-1848081(-)	1531	chromosome	protein_coding	FALSE	t26_1
>CNAG_00706-t26_1	Cryptococcus_neoformans_var._grubii_H99	RNA-binding protein rnp24	RNA-binding protein rnp24	CP003820.1:1848340-1849841(+)	1517	chromosome	protein_coding	FALSE	t26_1
>CNAG_00707-t26_1	Cryptococcus_neoformans_var._grubii_H99	protein sym1	protein sym1	CP003820.1:1850044-1851083(-)	779	chromosome	protein_coding	FALSE	t26_1
>CNAG_00708-t26_1	Cryptococcus_neoformans_var._grubii_H99	pre-mRNA-splicing factor slt11	pre-mRNA-splicing factor slt11	CP003820.1:1852007-1853499(+)	1269	chromosome	protein_coding	FALSE	t26_1
>CNAG_00709-t26_1	Cryptococcus_neoformans_var._grubii_H99	uracil-DNA glycosylase	uracil-DNA glycosylase	CP003820.1:1853655-1855193(-)	1317	chromosome	protein_coding	FALSE	t26_1
>CNAG_00710-t26_1	Cryptococcus_neoformans_var._grubii_H99	Glutamine synthetase	Glutamine synthetase	CP003820.1:1855528-1857586(+)	2124	chromosome	protein_coding	FALSE	t26_1
>CNAG_00711-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1858682-1859170(+)	1765	chromosome	protein_coding	FALSE	t26_1
>CNAG_00712-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1860646-1862073(-)	1459	chromosome	protein_coding	FALSE	t26_1
>CNAG_00713-t26_1	Cryptococcus_neoformans_var._grubii_H99	V-type H -transporting ATPase 54 kDa subunit	V-type H -transporting ATPase 54 kDa subunit	CP003820.1:1862292-1863976(+)	1478	chromosome	protein_coding	FALSE	t26_1
>CNAG_00714-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1864230-1865426(+)	1382	chromosome	protein_coding	FALSE	t26_1
>CNAG_00715-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1866026-1866468(-)	443	chromosome	protein_coding	FALSE	t26_1
>CNAG_00716-t26_1	Cryptococcus_neoformans_var._grubii_H99	Cytochrome c	Cytochrome c	CP003820.1:1866813-1867660(+)	657	chromosome	protein_coding	FALSE	t26_1
>CNAG_00717-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1868982-1870644(+)	1574	chromosome	protein_coding	FALSE	t26_1
>CNAG_00718-t26_1	Cryptococcus_neoformans_var._grubii_H99	chromatin assembly factor 1 subunit B	chromatin assembly factor 1 subunit B	CP003820.1:1870897-1873733(-)	2770	chromosome	protein_coding	FALSE	t26_1
>CNAG_00719-t26_1	Cryptococcus_neoformans_var._grubii_H99	ribosome biogenesis ATPase	ribosome biogenesis ATPase	CP003820.1:1874168-1876724(-)	2500	chromosome	protein_coding	FALSE	t26_1
>CNAG_00720-t26_1	Cryptococcus_neoformans_var._grubii_H99	DNA repair protein RAD51	DNA repair protein RAD51	CP003820.1:1876937-1878458(+)	1591	chromosome	protein_coding	FALSE	t26_1
>CNAG_00721-t26_1	Cryptococcus_neoformans_var._grubii_H99	alpha-1,3-mannosyltransferase	alpha-1,3-mannosyltransferase	CP003820.1:1879124-1881161(+)	2020	chromosome	protein_coding	FALSE	t26_1
>CNAG_00722-t26_1	Cryptococcus_neoformans_var._grubii_H99	large subunit ribosomal protein L27	large subunit ribosomal protein L27	CP003820.1:1881459-1882209(-)	821	chromosome	protein_coding	FALSE	t26_1
>CNAG_00723-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1882446-1883851(+)	1418	chromosome	protein_coding	FALSE	t26_1
>CNAG_00726-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1889422-1891561(-)	1727	chromosome	protein_coding	FALSE	t26_1
>CNAG_00727-t26_1	Cryptococcus_neoformans_var._grubii_H99	mitochondrial protein with role in iron accumulation	mitochondrial protein with role in iron accumulation	CP003820.1:1893208-1894985(-)	2273	chromosome	protein_coding	FALSE	t26_1
>CNAG_00728-t26_1	Cryptococcus_neoformans_var._grubii_H99	dityrosine transporter	dityrosine transporter	CP003820.1:1895729-1898168(-)	2405	chromosome	protein_coding	FALSE	t26_1
>CNAG_00729-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1899154-1899810(+)	609	chromosome	protein_coding	FALSE	t26_1
>CNAG_00730-t26_1	Cryptococcus_neoformans_var._grubii_H99	ATP-binding cassette transporter	ATP-binding cassette transporter	CP003820.1:1901529-1907595(+)	5564	chromosome	protein_coding	FALSE	t26_1
>CNAG_00732-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 2	CP003820.1:1909284-1910521(-)	1977	chromosome	protein_coding	FALSE	t26_1
>CNAG_00732-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein, variant 1	CP003820.1:1909284-1910521(-)	2022	chromosome	protein_coding	FALSE	t26_2
>CNAG_00732-t26_3	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	hypothetical protein	CP003820.1:1909284-1910521(-)	2025	chromosome	protein_coding	FALSE	t26_3
>CNAG_00733-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1915811-1917712(+)	2260	chromosome	protein_coding	FALSE	t26_1
>CNAG_00734-t26_1	Cryptococcus_neoformans_var._grubii_H99	dihydroorotase, homodimeric type, dihydroorotase, homodimeric type, variant	dihydroorotase, homodimeric type	CP003820.1:1918261-1919580(+)	2513	chromosome	protein_coding	FALSE	t26_1
>CNAG_00734-t26_2	Cryptococcus_neoformans_var._grubii_H99	dihydroorotase, homodimeric type, dihydroorotase, homodimeric type, variant	dihydroorotase, homodimeric type, variant	CP003820.1:1918261-1919580(+)	1247	chromosome	protein_coding	FALSE	t26_2
>CNAG_00735-t26_1	Cryptococcus_neoformans_var._grubii_H99	aldehyde dehydrogenase family 7 member A1	aldehyde dehydrogenase family 7 member A1	CP003820.1:1919716-1921899(-)	2937	chromosome	protein_coding	FALSE	t26_1
>CNAG_00736-t26_1	Cryptococcus_neoformans_var._grubii_H99	exocyst protein, exocyst protein, variant	exocyst protein, variant	CP003820.1:1922249-1925599(-)	2885	chromosome	protein_coding	FALSE	t26_1
>CNAG_00736-t26_2	Cryptococcus_neoformans_var._grubii_H99	exocyst protein, exocyst protein, variant	exocyst protein	CP003820.1:1922249-1925599(-)	2891	chromosome	protein_coding	FALSE	t26_2
>CNAG_00737-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1926093-1928782(-)	3311	chromosome	protein_coding	FALSE	t26_1
>CNAG_00738-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1930978-1931996(-)	762	chromosome	protein_coding	FALSE	t26_1
>CNAG_00739-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1932770-1934477(+)	1677	chromosome	protein_coding	FALSE	t26_1
>CNAG_00740-t26_1	Cryptococcus_neoformans_var._grubii_H99	swi/snf chromatin-remodeling complex subunit	swi/snf chromatin-remodeling complex subunit	CP003820.1:1934782-1940335(-)	6162	chromosome	protein_coding	FALSE	t26_1
>CNAG_00741-t26_1	Cryptococcus_neoformans_var._grubii_H99	ATP-dependent RNA helicase SUB2	ATP-dependent RNA helicase SUB2	CP003820.1:1941304-1943387(+)	1796	chromosome	protein_coding	FALSE	t26_1
>CNAG_00742-t26_1	Cryptococcus_neoformans_var._grubii_H99	Serine palmitoyltransferase	Serine palmitoyltransferase	CP003820.1:1943744-1945702(+)	1943	chromosome	protein_coding	FALSE	t26_1
>CNAG_00743-t26_1	Cryptococcus_neoformans_var._grubii_H99	imidazoleglycerol phosphate synthase, cyclase subunit	imidazoleglycerol phosphate synthase, cyclase subunit	CP003820.1:1946116-1948089(-)	2094	chromosome	protein_coding	FALSE	t26_1
>CNAG_00744-t26_1	Cryptococcus_neoformans_var._grubii_H99	alpha 1,6-mannosyltransferase	alpha 1,6-mannosyltransferase	CP003820.1:1948326-1950322(-)	2001	chromosome	protein_coding	FALSE	t26_1
>CNAG_00745-t26_1	Cryptococcus_neoformans_var._grubii_H99	HAL protein kinase	HAL protein kinase	CP003820.1:1953608-1957242(+)	3703	chromosome	protein_coding	FALSE	t26_1
>CNAG_00746-t26_1	Cryptococcus_neoformans_var._grubii_H99	capsular associated protein	capsular associated protein	CP003820.1:1957605-1959968(+)	2105	chromosome	protein_coding	FALSE	t26_1
>CNAG_00747-t26_1	Cryptococcus_neoformans_var._grubii_H99	succinyl-CoA synthetase beta subunit	succinyl-CoA synthetase beta subunit	CP003820.1:1960278-1962180(+)	1634	chromosome	protein_coding	FALSE	t26_1
>CNAG_00748-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1962552-1963949(-)	1302	chromosome	protein_coding	FALSE	t26_1
>CNAG_00749-t26_1	Cryptococcus_neoformans_var._grubii_H99	alternative sulfate transporter	alternative sulfate transporter	CP003820.1:1966844-1968711(+)	1821	chromosome	protein_coding	FALSE	t26_1
>CNAG_00750-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1969180-1970126(+)	820	chromosome	protein_coding	FALSE	t26_1
>CNAG_00751-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1971685-1972394(+)	726	chromosome	protein_coding	FALSE	t26_1
>CNAG_00752-t26_1	Cryptococcus_neoformans_var._grubii_H99	transducin family protein	transducin family protein	CP003820.1:1972877-1974495(+)	1637	chromosome	protein_coding	FALSE	t26_1
>CNAG_00753-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1974597-1977345(-)	4224	chromosome	protein_coding	FALSE	t26_1
>CNAG_00754-t26_1	Cryptococcus_neoformans_var._grubii_H99	ATP-binding cassette, sub-family E, member 1	ATP-binding cassette, sub-family E, member 1	CP003820.1:1977648-1979859(-)	2170	chromosome	protein_coding	FALSE	t26_1
>CNAG_00755-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1980250-1982698(+)	2402	chromosome	protein_coding	FALSE	t26_1
>CNAG_00756-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:1982901-1983959(-)	996	chromosome	protein_coding	FALSE	t26_1
>CNAG_00757-t26_1	Cryptococcus_neoformans_var._grubii_H99	ubiquitin carboxyl-terminal hydrolase 8	ubiquitin carboxyl-terminal hydrolase 8	CP003820.1:1984123-1988735(+)	4183	chromosome	protein_coding	FALSE	t26_1
>CNAG_00758-t26_1	Cryptococcus_neoformans_var._grubii_H99	regulatory protein Ral2	regulatory protein Ral2	CP003820.1:1991621-1995118(+)	4343	chromosome	protein_coding	FALSE	t26_1
>CNAG_00759-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein, variant	CP003820.1:1995540-1997246(-)	1660	chromosome	protein_coding	FALSE	t26_1
>CNAG_00759-t26_2	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein, hypothetical protein, variant	hypothetical protein	CP003820.1:1995540-1997246(-)	1963	chromosome	protein_coding	FALSE	t26_2
>CNAG_00760-t26_1	Cryptococcus_neoformans_var._grubii_H99	methylenetetrahydrofolate reductase	methylenetetrahydrofolate reductase	CP003820.1:1997730-1999914(+)	2282	chromosome	protein_coding	FALSE	t26_1
>CNAG_00761-t26_1	Cryptococcus_neoformans_var._grubii_H99	coiled-coil domain-containing protein 12	coiled-coil domain-containing protein 12	CP003820.1:2000422-2001146(-)	825	chromosome	protein_coding	FALSE	t26_1
>CNAG_00762-t26_1	Cryptococcus_neoformans_var._grubii_H99	diphthamide biosynthesis protein 1	diphthamide biosynthesis protein 1	CP003820.1:2001341-2003228(+)	1771	chromosome	protein_coding	FALSE	t26_1
>CNAG_00764-t26_1	Cryptococcus_neoformans_var._grubii_H99	ATP-dependent RNA helicase DBP4	ATP-dependent RNA helicase DBP4	CP003820.1:2005258-2008204(+)	2897	chromosome	protein_coding	FALSE	t26_1
>CNAG_00765-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:2008525-2009452(-)	1652	chromosome	protein_coding	FALSE	t26_1
>CNAG_00766-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:2011889-2014266(-)	2820	chromosome	protein_coding	FALSE	t26_1
>CNAG_00768-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:2016264-2017451(-)	2857	chromosome	protein_coding	FALSE	t26_1
>CNAG_00769-t26_1	Cryptococcus_neoformans_var._grubii_H99	STE/STE7 protein kinase	STE/STE7 protein kinase	CP003820.1:2018003-2020204(+)	2965	chromosome	protein_coding	FALSE	t26_1
>CNAG_00770-t26_1	Cryptococcus_neoformans_var._grubii_H99	DNA mismatch repair protein Msh2	DNA mismatch repair protein Msh2	CP003820.1:2021389-2025285(-)	3311	chromosome	protein_coding	FALSE	t26_1
>CNAG_00771-t26_1	Cryptococcus_neoformans_var._grubii_H99	large subunit ribosomal protein L29	large subunit ribosomal protein L29	CP003820.1:2026618-2027378(-)	1024	chromosome	protein_coding	FALSE	t26_1
>CNAG_00772-t26_1	Cryptococcus_neoformans_var._grubii_H99	UV excision repair protein Rad23	UV excision repair protein Rad23	CP003820.1:2027759-2029374(+)	1416	chromosome	protein_coding	FALSE	t26_1
>CNAG_00773-t26_1	Cryptococcus_neoformans_var._grubii_H99	hypothetical protein	hypothetical protein	CP003820.1:2029987-2031024(+)	1535	chromosome	protein_coding	FALSE	t26_1
>CNAG_00774-t26_1	Cryptococcus_neoformans_var._grubii_H99	phosphoglycerate dehydrogenase	phosphoglycerate dehydrogenase	CP003820.1:2031278-2033154(-)	1838	chromosome	protein_coding	FALSE	t26_1
